Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Maize,Loamy,21.03,342.3,93.41,477.58,Bell Pepper
Tomato,Loamy,29.09,370.06,71.11,336.99,Tomato
Soybean,Loamy,20.01,312.59,90.99,475.79,Soybean
Bell Pepper,Saline,26.34,181.78,85.27,558.1,Chilli
Potato,Loamy,34.3,316.85,60.66,348.84,Tomato
Chilli,Loamy,34.48,207.88,82.54,648.35,Tomato
Maize,Clayey,28.56,306.08,110.27,630.95,Potato
Maize,Clayey,20.26,349.32,77.89,341.21,Peach
Potato,Saline,22.62,198.82,70.67,643.66,Chilli
Tomato,Saline,24.84,368.43,79.79,599.33,Rice
Bell Pepper,Clayey,20.33,381.63,86.93,581.0,Soybean
Corn,Saline,24.34,163.33,79.54,676.67,Chilli
Maize,Clayey,30.47,312.82,57.9,688.54,Potato
Tomato,Clayey,22.51,287.99,55.25,478.29,Tomato
Peach,Sandy,37.33,166.58,94.76,403.58,Soybean
Chilli,Saline,21.2,304.76,58.43,587.02,Rice
Potato,Loamy,35.52,262.78,111.21,465.51,Tomato
Peach,Clayey,28.93,159.86,85.75,562.53,Potato
Peach,Sandy,32.26,332.4,103.45,543.09,Soybean
Bell Pepper,Sandy,29.67,398.73,90.16,554.44,Soybean
Soybean,Clayey,28.56,333.61,70.49,300.9,Corn
Soybean,Saline,33.61,313.12,56.96,321.09,Rice
Soybean,Clayey,24.54,376.82,71.02,559.35,Corn
Bell Pepper,Saline,29.74,339.19,65.91,595.67,Rice
Chilli,Clayey,36.15,353.27,64.31,665.15,Potato
Rice,Clayey,23.1,184.55,115.79,347.53,Bell Pepper
Tomato,Sandy,21.85,174.67,102.53,459.57,Soybean
Tomato,Loamy,32.07,375.3,80.46,563.74,Tomato
Maize,Loamy,39.27,377.74,106.41,514.4,Tomato
Bell Pepper,Sandy,28.58,204.9,63.58,494.6,Maize
Tomato,Saline,36.29,358.72,50.97,418.25,Rice
Chilli,Clayey,29.4,389.86,63.68,593.6,Potato
Soybean,Saline,24.69,215.67,81.12,577.43,Chilli
Peach,Loamy,29.7,191.82,92.18,641.38,Chilli
Peach,Saline,28.84,221.1,91.37,463.22,Chilli
Maize,Clayey,25.05,309.27,67.94,656.24,Potato
Tomato,Loamy,27.06,378.01,117.67,453.8,Maize
Potato,Saline,27.84,315.24,96.48,356.77,Rice
Potato,Saline,37.19,201.89,58.94,492.19,Chilli
Chilli,Saline,26.15,233.67,100.5,698.05,Chilli
Maize,Loamy,38.5,275.4,115.39,648.61,Tomato
Peach,Loamy,20.27,192.34,64.93,300.23,Corn
Maize,Saline,22.57,327.69,57.34,309.94,Rice
Maize,Sandy,20.54,336.27,115.73,504.8,Soybean
Corn,Clayey,35.35,282.64,95.15,317.65,Corn
Potato,Loamy,22.49,299.6,110.12,524.64,Corn
Chilli,Loamy,31.48,215.19,114.54,600.73,Tomato
Bell Pepper,Loamy,35.56,222.36,104.52,438.51,Tomato
Rice,Clayey,29.79,192.74,79.36,695.09,Potato
Peach,Loamy,21.96,282.87,91.7,596.28,Rice
Potato,Sandy,36.75,239.78,99.18,482.46,Soybean
Soybean,Loamy,24.12,211.48,104.4,583.38,Tomato
Soybean,Loamy,21.89,162.71,70.96,457.46,Peach
Peach,Sandy,35.35,285.97,70.43,699.54,Maize
Bell Pepper,Clayey,20.56,169.26,82.34,398.4,Rice
Peach,Clayey,32.36,331.1,101.8,672.89,Potato
Potato,Loamy,28.41,298.7,117.02,639.57,Rice
Soybean,Clayey,28.69,241.79,103.07,670.45,Potato
Rice,Sandy,36.09,314.36,93.51,626.93,Soybean
Maize,Clayey,20.93,299.66,72.07,677.1,Peach
Tomato,Loamy,34.83,277.29,67.61,508.95,Tomato
Soybean,Sandy,34.11,383.61,74.46,699.55,Maize
Corn,Loamy,37.79,390.8,105.48,529.9,Tomato
Peach,Sandy,31.54,348.72,61.13,598.89,Maize
Bell Pepper,Sandy,23.2,364.57,114.44,483.51,Soybean
Maize,Loamy,20.93,252.45,57.03,501.95,Corn
Peach,Loamy,28.84,390.32,58.7,358.42,Bell Pepper
Soybean,Clayey,34.4,259.04,74.15,661.66,Potato
Tomato,Saline,20.85,359.03,101.32,687.07,Rice
Chilli,Clayey,24.96,384.63,107.76,311.22,Bell Pepper
Rice,Loamy,35.42,335.62,67.84,541.49,Tomato
Peach,Loamy,24.61,184.22,93.32,492.21,Corn
Corn,Clayey,27.62,366.38,71.64,416.28,Potato
Maize,Saline,34.94,179.18,113.55,343.34,Chilli
Tomato,Saline,28.61,377.82,51.45,468.41,Rice
Soybean,Loamy,35.43,391.59,107.18,482.76,Tomato
Tomato,Saline,25.4,331.57,90.15,678.0,Rice
Potato,Sandy,39.16,362.7,91.93,625.36,Soybean
Bell Pepper,Clayey,21.88,168.21,77.81,472.4,Maize
Chilli,Saline,35.03,217.44,82.57,312.13,Chilli
Bell Pepper,Saline,21.48,315.97,110.92,691.84,Rice
Chilli,Clayey,36.9,365.55,77.6,308.25,Corn
Peach,Sandy,22.73,374.9,90.76,659.93,Soybean
Bell Pepper,Saline,31.73,269.45,116.87,371.05,Rice
Corn,Sandy,26.67,226.94,51.84,330.85,Maize
Potato,Loamy,32.09,241.62,61.94,503.84,Tomato
Maize,Loamy,20.96,253.38,77.55,693.87,Potato
Rice,Sandy,37.63,296.57,62.31,648.87,Maize
Potato,Sandy,34.28,329.01,51.15,327.75,Maize
Corn,Clayey,26.91,160.16,70.37,485.2,Potato
Chilli,Clayey,29.41,320.45,95.76,633.49,Potato
Bell Pepper,Clayey,32.52,329.97,96.77,432.09,Potato
Soybean,Saline,32.36,319.83,94.25,524.57,Rice
Chilli,Loamy,32.79,357.6,53.62,591.61,Tomato
Chilli,Clayey,23.1,398.21,114.99,686.96,Potato
Soybean,Saline,35.86,239.68,108.01,349.54,Chilli
Peach,Saline,29.19,189.81,74.94,659.91,Chilli
Peach,Sandy,36.0,359.69,119.89,305.97,Soybean
Soybean,Clayey,38.57,160.97,87.29,661.36,Potato
Tomato,Sandy,22.07,195.11,82.69,383.17,Soybean
Soybean,Sandy,27.12,391.13,119.08,444.9,Soybean
Peach,Saline,30.62,374.59,71.89,338.51,Rice
Peach,Loamy,22.7,244.17,113.94,592.33,Potato
Tomato,Saline,25.18,361.33,65.24,571.73,Rice
Chilli,Saline,20.98,192.32,107.98,387.11,Chilli
Soybean,Saline,33.63,375.56,108.38,441.7,Rice
Maize,Loamy,29.93,256.08,77.16,672.25,Maize
Corn,Clayey,20.63,215.76,89.17,530.98,Rice
Bell Pepper,Saline,26.07,360.04,96.73,575.5,Rice
Potato,Saline,28.16,211.62,87.33,629.73,Chilli
Chilli,Clayey,26.85,220.9,50.71,587.21,Potato
Bell Pepper,Clayey,20.37,285.29,111.99,309.99,Potato
Corn,Saline,25.75,281.48,96.84,674.43,Rice
Peach,Loamy,21.62,238.1,71.01,334.32,Chilli
Rice,Sandy,20.12,299.13,112.02,593.88,Soybean
Peach,Sandy,27.06,203.88,91.28,483.92,Soybean
Soybean,Saline,27.73,214.66,103.03,640.88,Chilli
Chilli,Loamy,38.29,237.18,86.21,465.44,Tomato
Maize,Clayey,22.57,269.63,99.01,484.05,Maize
Maize,Loamy,34.01,313.99,62.07,416.86,Tomato
Peach,Sandy,25.27,248.94,101.94,303.5,Soybean
Soybean,Loamy,29.95,285.49,76.66,675.5,Bell Pepper
Potato,Saline,28.62,388.5,54.69,358.07,Rice
Bell Pepper,Loamy,29.68,196.42,70.04,536.34,Chilli
Peach,Sandy,35.25,191.15,108.95,521.55,Soybean
Tomato,Saline,20.37,297.06,82.34,414.39,Rice
Peach,Saline,26.58,389.49,108.79,563.83,Rice
Maize,Loamy,26.81,336.97,112.47,349.42,Chilli
Soybean,Saline,21.89,214.25,107.11,550.53,Chilli
Rice,Loamy,20.21,346.58,54.84,448.09,Soybean
Peach,Loamy,34.38,230.98,97.43,480.78,Tomato
Tomato,Clayey,37.65,232.26,88.85,517.94,Potato
Peach,Sandy,26.22,218.25,111.85,535.15,Soybean
Soybean,Clayey,33.06,297.26,57.28,434.09,Potato
Rice,Sandy,39.9,150.08,80.4,568.76,Soybean
Bell Pepper,Sandy,23.28,155.17,57.57,419.52,Maize
Peach,Saline,25.53,334.78,69.95,496.55,Rice
Chilli,Sandy,36.36,164.78,113.75,339.84,Soybean
Soybean,Loamy,20.07,337.34,115.82,698.28,Peach
Chilli,Clayey,31.85,223.45,73.3,429.07,Potato
Soybean,Saline,29.56,349.1,109.99,329.96,Rice
Rice,Saline,34.41,306.65,88.8,653.03,Rice
Rice,Sandy,30.58,343.05,102.14,330.34,Soybean
Rice,Clayey,30.32,265.02,52.38,317.88,Corn
Bell Pepper,Clayey,34.21,362.57,93.63,540.89,Potato
Corn,Clayey,31.0,225.53,91.6,325.5,Corn
Soybean,Saline,39.72,220.79,53.39,406.95,Chilli
Rice,Clayey,33.96,154.62,77.64,383.74,Corn
Peach,Loamy,36.14,201.78,111.59,493.34,Tomato
Chilli,Loamy,28.45,232.99,111.75,309.01,Maize
Tomato,Sandy,39.16,354.23,52.24,581.23,Maize
Rice,Sandy,28.97,182.68,71.31,301.91,Maize
Peach,Loamy,26.92,283.64,103.05,460.33,Maize
Peach,Sandy,38.79,218.71,107.67,445.97,Soybean
Rice,Saline,27.54,297.9,114.27,507.56,Rice
Rice,Loamy,27.31,399.88,111.31,446.18,Peach
Bell Pepper,Saline,31.13,352.33,62.92,333.41,Rice
Peach,Clayey,36.99,203.47,80.16,655.37,Potato
Tomato,Saline,26.6,381.45,94.94,672.9,Rice
Peach,Clayey,36.59,235.98,89.72,645.91,Potato
Tomato,Loamy,23.26,313.33,109.28,401.65,Soybean
Bell Pepper,Sandy,23.45,385.69,90.03,573.2,Soybean
Corn,Sandy,29.02,364.07,65.47,600.98,Maize
Chilli,Loamy,25.27,263.02,108.1,434.79,Peach
Tomato,Saline,29.69,179.59,77.43,527.91,Chilli
Corn,Loamy,20.25,268.52,114.41,315.96,Bell Pepper
Maize,Clayey,25.53,308.26,106.22,383.39,Corn
Maize,Sandy,38.95,206.67,54.41,562.32,Maize
Bell Pepper,Clayey,37.59,180.81,60.91,460.67,Potato
Soybean,Loamy,20.57,391.34,100.95,435.47,Potato
Corn,Sandy,36.09,352.82,111.48,505.75,Soybean
Corn,Clayey,28.88,295.3,86.83,339.79,Corn
Potato,Sandy,36.34,293.6,98.9,440.27,Soybean
Bell Pepper,Sandy,25.6,338.6,100.63,532.47,Soybean
Maize,Loamy,31.0,337.14,82.97,615.07,Tomato
Maize,Clayey,39.72,194.49,81.64,317.64,Corn
Peach,Loamy,26.54,228.4,107.67,455.88,Soybean
Rice,Saline,37.69,311.31,110.39,400.24,Rice
Chilli,Clayey,37.54,338.57,62.46,305.37,Corn
Peach,Loamy,23.08,162.83,79.59,430.91,Maize
Maize,Loamy,24.87,327.16,118.87,598.23,Peach
Soybean,Saline,22.56,153.64,50.05,502.74,Chilli
Chilli,Loamy,25.76,221.29,106.59,598.06,Rice
Rice,Saline,30.48,388.27,71.65,331.35,Rice
Potato,Clayey,38.56,258.49,61.57,350.96,Corn
Bell Pepper,Saline,27.93,272.91,76.19,581.53,Rice
Corn,Saline,39.76,334.92,58.68,572.81,Rice
Soybean,Loamy,27.98,295.99,84.13,676.79,Potato
Corn,Sandy,31.78,225.74,107.48,441.7,Soybean
Chilli,Loamy,39.3,297.49,62.16,513.26,Tomato
Peach,Sandy,32.03,285.97,56.95,671.68,Maize
Tomato,Clayey,27.74,182.13,83.04,424.93,Potato
Corn,Sandy,30.51,336.1,81.83,391.26,Soybean
Bell Pepper,Saline,30.88,301.94,67.79,680.69,Rice
Maize,Sandy,22.1,165.86,81.26,611.51,Soybean
Peach,Sandy,28.09,186.06,99.55,382.9,Soybean
Peach,Saline,30.53,182.68,94.78,540.63,Chilli
Tomato,Sandy,35.59,167.46,52.69,439.21,Maize
Maize,Sandy,20.12,202.41,105.17,410.25,Soybean
Corn,Clayey,36.28,293.46,112.75,394.62,Corn
Bell Pepper,Clayey,25.4,180.45,107.12,635.27,Potato
Rice,Clayey,34.31,204.91,108.44,356.97,Corn
Potato,Saline,35.45,380.24,54.4,693.74,Rice
Peach,Clayey,37.19,306.11,82.45,559.43,Potato
Chilli,Clayey,39.04,292.05,116.23,637.75,Potato
Soybean,Saline,38.0,209.35,51.0,507.97,Chilli
Rice,Saline,32.66,279.87,111.56,690.6,Rice
Soybean,Saline,34.51,203.01,50.16,387.42,Chilli
Tomato,Saline,34.04,281.35,115.94,358.09,Rice
Maize,Clayey,30.36,341.91,52.97,622.27,Potato
Maize,Loamy,35.37,304.94,73.71,402.33,Tomato
Rice,Sandy,29.06,224.07,98.96,498.48,Soybean
Corn,Clayey,36.4,325.16,86.1,659.27,Potato
Maize,Loamy,34.88,237.91,64.52,535.39,Tomato
Soybean,Clayey,29.8,210.43,98.95,354.75,Corn
Chilli,Clayey,30.28,237.57,100.97,686.94,Potato
Chilli,Saline,32.82,274.25,97.39,529.87,Rice
Potato,Loamy,26.66,333.69,88.9,442.83,Bell Pepper
Potato,Clayey,31.12,396.31,118.96,538.72,Potato
Bell Pepper,Sandy,38.0,396.18,114.32,303.62,Soybean
Rice,Saline,26.22,328.19,91.07,684.79,Rice
Soybean,Sandy,33.79,166.84,65.47,507.42,Maize
Corn,Loamy,20.8,288.31,81.53,573.46,Soybean
Potato,Clayey,22.56,197.0,56.6,378.0,Maize
Peach,Sandy,37.7,234.15,104.77,543.27,Soybean
Maize,Loamy,38.07,283.98,62.07,390.1,Tomato
Corn,Saline,31.38,231.68,108.8,598.18,Chilli
Potato,Sandy,31.94,346.38,86.52,511.62,Soybean
Soybean,Loamy,28.19,159.6,92.74,364.99,Bell Pepper
Corn,Loamy,31.93,248.44,88.71,384.51,Tomato
Corn,Sandy,37.51,330.13,67.15,494.33,Maize
Soybean,Clayey,23.09,395.47,103.16,483.77,Chilli
Potato,Loamy,30.01,288.2,103.94,619.66,Tomato
Soybean,Sandy,37.52,360.86,114.85,673.95,Soybean
Tomato,Saline,21.42,272.85,60.25,526.47,Rice
Tomato,Sandy,24.02,399.87,113.95,517.74,Soybean
Chilli,Sandy,30.26,372.16,77.51,586.85,Maize
Chilli,Loamy,32.35,310.44,95.29,629.19,Tomato
Soybean,Saline,34.14,284.56,90.29,519.2,Rice
Chilli,Clayey,23.7,382.4,89.63,427.79,Soybean
Potato,Sandy,31.96,320.03,94.48,433.93,Soybean
Chilli,Saline,26.87,373.22,101.75,578.11,Rice
Rice,Saline,26.33,263.79,100.06,467.97,Rice
Rice,Sandy,21.26,261.04,83.17,594.1,Soybean
Potato,Loamy,22.48,393.53,57.42,528.02,Bell Pepper
Maize,Clayey,35.98,359.86,80.72,659.26,Potato
Rice,Loamy,29.14,284.85,99.83,476.55,Potato
Tomato,Clayey,34.98,373.31,113.84,361.89,Corn
Soybean,Saline,36.35,171.38,82.96,508.7,Chilli
Tomato,Saline,35.87,246.83,73.33,321.62,Chilli
Potato,Loamy,39.62,231.92,95.21,470.5,Tomato
Chilli,Clayey,25.19,370.52,59.83,667.29,Potato
Chilli,Sandy,21.46,267.47,81.94,664.13,Soybean
Rice,Loamy,30.45,266.97,66.24,621.51,Tomato
Bell Pepper,Clayey,39.27,177.34,66.52,367.91,Corn
Chilli,Sandy,24.04,301.39,80.59,316.22,Soybean
Maize,Sandy,30.88,267.6,86.25,380.09,Soybean
Bell Pepper,Clayey,28.19,188.56,110.62,623.54,Potato
Tomato,Saline,32.47,354.45,83.24,692.69,Rice
Rice,Loamy,28.72,300.43,107.51,595.41,Maize
Potato,Sandy,39.77,384.84,115.01,652.09,Soybean
Peach,Saline,35.59,276.53,106.89,517.4,Rice
Potato,Clayey,35.46,307.19,97.04,657.15,Potato
Maize,Loamy,27.34,237.61,96.46,435.77,Corn
Potato,Sandy,35.3,282.14,114.99,352.03,Soybean
Soybean,Saline,30.44,236.13,102.37,569.85,Chilli
Maize,Clayey,37.15,174.99,62.47,360.18,Corn
Bell Pepper,Saline,35.64,169.98,95.59,663.03,Chilli
Tomato,Sandy,33.4,235.1,77.36,445.65,Maize
Rice,Loamy,24.82,173.08,56.56,373.58,Rice
Soybean,Loamy,31.47,198.19,104.38,577.17,Bell Pepper
Corn,Sandy,37.86,192.0,86.74,441.25,Soybean
Soybean,Loamy,32.48,335.11,68.54,312.42,Tomato
Corn,Loamy,36.64,264.39,59.43,333.58,Tomato
Peach,Saline,30.67,164.74,58.89,435.16,Chilli
Peach,Clayey,36.86,205.94,119.49,696.67,Potato
Bell Pepper,Sandy,31.67,166.62,105.27,532.48,Soybean
Rice,Sandy,37.02,204.25,102.46,377.28,Soybean
Potato,Saline,29.46,315.87,69.03,664.34,Rice
Potato,Saline,33.33,348.74,89.87,642.49,Rice
Tomato,Clayey,21.15,358.24,108.91,387.69,Rice
Corn,Loamy,28.76,189.7,58.6,435.07,Potato
Peach,Sandy,22.79,323.79,85.07,578.99,Soybean
Rice,Sandy,24.61,178.76,53.55,695.14,Maize
Tomato,Clayey,30.83,390.03,51.8,347.57,Corn
Peach,Saline,30.81,251.75,55.49,504.8,Rice
Tomato,Saline,35.99,158.83,105.53,364.53,Chilli
Rice,Loamy,29.5,183.89,62.66,527.48,Tomato
Peach,Clayey,38.89,359.21,57.63,482.66,Potato
Chilli,Sandy,26.7,235.29,72.6,659.27,Maize
Bell Pepper,Loamy,29.18,155.32,54.94,623.52,Chilli
Potato,Loamy,35.41,306.62,93.77,388.37,Tomato
Chilli,Clayey,33.14,392.67,70.62,339.49,Corn
Chilli,Loamy,23.34,158.19,72.39,550.47,Corn
Soybean,Sandy,30.38,326.17,105.07,380.36,Soybean
Rice,Sandy,21.52,299.16,56.55,589.52,Maize
Soybean,Sandy,22.99,151.62,56.06,398.7,Maize
Chilli,Saline,22.09,286.51,86.93,491.79,Rice
Rice,Loamy,21.9,190.03,92.02,658.72,Soybean
Soybean,Loamy,22.93,350.28,66.26,361.32,Potato
Soybean,Sandy,37.81,232.13,108.29,364.73,Soybean
Maize,Saline,33.76,204.3,115.72,680.91,Chilli
Potato,Clayey,33.51,246.9,116.56,357.79,Corn
Tomato,Sandy,37.92,347.5,120.0,625.24,Soybean
Tomato,Clayey,33.96,213.96,79.63,627.06,Potato
Maize,Sandy,32.18,283.99,105.5,555.26,Soybean
Potato,Clayey,34.91,322.8,67.89,357.26,Corn
Rice,Saline,33.96,224.79,83.83,464.81,Chilli
Rice,Clayey,32.02,310.47,98.09,581.98,Potato
Tomato,Loamy,22.15,388.06,75.1,693.04,Tomato
Bell Pepper,Clayey,21.4,285.85,50.56,311.01,Chilli
Bell Pepper,Saline,23.3,194.2,80.46,451.23,Chilli
Peach,Loamy,32.43,309.31,92.07,349.63,Tomato
Peach,Sandy,30.44,394.75,87.93,376.43,Soybean
Tomato,Clayey,30.93,339.32,115.76,624.25,Potato
Maize,Saline,27.71,206.12,109.61,602.67,Chilli
Maize,Saline,36.46,242.83,79.06,672.31,Chilli
Tomato,Clayey,34.84,174.48,50.38,552.92,Potato
Maize,Saline,21.03,273.78,75.89,348.9,Rice
Rice,Sandy,24.01,231.42,101.31,489.15,Soybean
Bell Pepper,Saline,30.91,288.53,96.36,353.84,Rice
Maize,Sandy,23.83,187.8,114.23,589.04,Soybean
Potato,Clayey,22.82,395.77,67.25,382.06,Maize
Soybean,Saline,20.19,241.05,50.8,371.65,Chilli
Maize,Clayey,39.66,278.57,111.82,694.2,Potato
Chilli,Loamy,24.63,399.89,109.89,574.01,Potato
Corn,Loamy,28.45,234.62,75.04,319.2,Tomato
Soybean,Clayey,32.54,242.84,117.96,368.53,Corn
Peach,Clayey,24.92,350.95,53.3,427.03,Chilli
Soybean,Sandy,36.28,168.52,100.87,478.25,Soybean
Chilli,Sandy,31.85,215.66,119.73,410.34,Soybean
Chilli,Loamy,33.7,272.72,109.96,391.12,Tomato
Corn,Saline,23.07,293.54,119.06,331.27,Rice
Peach,Loamy,34.45,356.49,81.24,687.35,Tomato
Soybean,Saline,21.06,337.52,74.82,344.11,Rice
Potato,Sandy,26.42,329.9,108.73,561.94,Soybean
Chilli,Sandy,28.61,246.52,83.98,535.78,Soybean
Soybean,Sandy,21.9,393.09,57.18,678.4,Maize
Maize,Saline,31.18,357.63,71.97,666.64,Rice
Soybean,Sandy,26.82,267.87,64.91,547.35,Maize
Bell Pepper,Saline,22.71,235.55,76.88,386.26,Chilli
Rice,Saline,25.71,150.67,82.18,530.47,Chilli
Maize,Saline,31.6,246.73,106.02,506.49,Chilli
Potato,Saline,24.51,163.45,100.93,373.5,Chilli
Potato,Sandy,29.41,226.26,114.82,643.72,Soybean
Soybean,Sandy,33.81,199.27,88.67,312.85,Soybean
Potato,Loamy,32.23,231.73,74.12,578.21,Tomato
Chilli,Sandy,35.28,165.29,80.52,634.21,Soybean
Bell Pepper,Saline,33.84,344.13,82.59,304.93,Rice
Bell Pepper,Clayey,29.69,172.05,103.77,388.07,Corn
Tomato,Saline,30.39,329.5,55.81,420.12,Rice
Tomato,Clayey,25.29,383.83,94.11,413.24,Potato
Corn,Saline,38.64,272.54,77.42,351.69,Rice
Maize,Clayey,38.04,346.22,76.78,579.22,Potato
Potato,Clayey,36.33,385.89,111.43,463.52,Potato
Potato,Loamy,22.98,284.63,94.98,335.58,Corn
Corn,Clayey,35.45,216.0,100.5,481.27,Potato
Rice,Loamy,38.55,155.37,74.66,578.32,Bell Pepper
Soybean,Saline,38.2,258.44,80.89,452.93,Rice
Corn,Saline,38.1,188.41,81.84,308.9,Chilli
Bell Pepper,Clayey,33.48,363.69,69.41,697.73,Potato
Corn,Saline,25.0,347.98,115.0,407.67,Rice
Potato,Sandy,31.71,333.56,110.52,534.33,Soybean
Soybean,Sandy,25.68,173.46,54.83,631.32,Maize
Tomato,Sandy,36.02,311.94,100.22,659.95,Soybean
Maize,Saline,23.44,227.96,111.79,615.68,Chilli
Maize,Sandy,24.33,271.68,87.24,468.12,Soybean
Corn,Loamy,25.3,392.73,80.4,566.54,Maize
Maize,Saline,31.89,173.35,50.34,669.59,Chilli
Bell Pepper,Sandy,31.76,313.93,100.94,646.76,Soybean
Potato,Saline,30.99,382.03,91.21,376.29,Rice
Maize,Sandy,22.91,162.79,117.24,694.86,Soybean
Peach,Loamy,29.27,305.27,78.4,341.5,Chilli
Bell Pepper,Clayey,38.57,297.76,98.68,688.41,Potato
Bell Pepper,Loamy,38.76,298.22,76.96,647.37,Tomato
Chilli,Clayey,29.61,218.9,111.63,375.14,Corn
Tomato,Sandy,25.25,330.38,62.81,571.2,Maize
Corn,Loamy,39.85,362.18,66.83,662.48,Tomato
Rice,Clayey,24.4,226.45,105.44,495.1,Chilli
Bell Pepper,Loamy,36.82,194.77,100.08,422.15,Bell Pepper
Maize,Saline,25.89,387.97,77.93,593.13,Rice
Soybean,Clayey,38.2,357.2,90.79,625.04,Potato
Potato,Sandy,22.38,383.45,56.53,347.93,Maize
Rice,Saline,26.33,182.25,82.15,498.12,Chilli
Tomato,Sandy,32.86,368.95,109.43,377.88,Soybean
Bell Pepper,Sandy,21.89,360.21,62.95,562.11,Maize
Potato,Saline,27.83,263.15,115.03,679.03,Rice
Tomato,Clayey,27.87,251.33,105.43,588.25,Potato
Potato,Saline,30.22,255.9,102.86,604.21,Rice
Maize,Sandy,20.07,300.1,116.72,578.85,Soybean
Soybean,Loamy,33.03,301.57,118.68,652.92,Tomato
Peach,Clayey,28.19,351.42,115.54,540.16,Potato
Potato,Loamy,24.84,240.83,74.6,311.7,Chilli
Potato,Clayey,24.13,158.65,50.4,428.76,Corn
Bell Pepper,Clayey,35.5,228.8,86.68,618.82,Potato
Corn,Loamy,25.73,318.76,78.31,459.65,Tomato
Tomato,Sandy,33.55,365.26,67.0,418.39,Maize
Rice,Saline,20.2,219.78,52.74,486.88,Chilli
Peach,Loamy,39.41,330.4,87.25,543.84,Tomato
Maize,Sandy,21.61,258.43,76.72,525.03,Maize
Potato,Loamy,28.09,171.6,74.06,305.03,Tomato
Corn,Saline,33.35,172.09,62.58,550.78,Chilli
Chilli,Saline,32.49,192.73,110.01,568.85,Chilli
Bell Pepper,Clayey,37.85,326.84,118.71,440.88,Potato
Bell Pepper,Loamy,39.39,360.69,114.68,391.47,Tomato
Peach,Loamy,34.4,167.13,66.09,429.83,Bell Pepper
Peach,Clayey,32.78,220.36,64.58,518.17,Potato
Corn,Sandy,21.97,374.1,105.95,470.33,Soybean
Chilli,Sandy,28.81,311.48,80.01,508.22,Soybean
Chilli,Clayey,23.74,235.36,112.01,498.25,Maize
Peach,Sandy,27.59,304.12,69.15,586.47,Maize
Peach,Sandy,22.83,232.27,104.58,586.87,Soybean
Soybean,Sandy,35.71,188.97,59.43,470.61,Maize
Peach,Clayey,30.26,150.14,70.22,364.25,Corn
Corn,Saline,22.21,337.01,112.83,559.14,Rice
Chilli,Clayey,30.42,263.08,93.38,386.57,Corn
Rice,Loamy,26.59,361.36,73.87,428.73,Chilli
Bell Pepper,Loamy,30.03,350.99,85.05,485.9,Tomato
Peach,Loamy,25.14,159.03,114.17,319.57,Corn
Tomato,Sandy,35.13,281.03,113.34,523.04,Soybean
Potato,Loamy,20.16,235.05,72.51,444.97,Tomato
Soybean,Sandy,22.8,377.35,105.68,641.28,Soybean
Rice,Sandy,31.43,394.37,99.87,337.97,Soybean
Peach,Sandy,32.97,210.52,73.14,483.79,Maize
Peach,Loamy,20.83,202.21,52.16,450.38,Tomato
Rice,Loamy,33.33,186.85,75.43,646.68,Bell Pepper
Peach,Loamy,24.03,375.03,50.33,656.51,Soybean
Chilli,Sandy,22.95,261.6,104.62,429.92,Soybean
Tomato,Sandy,20.4,206.34,93.86,597.37,Soybean
Corn,Saline,29.83,226.43,117.83,335.53,Chilli
Tomato,Saline,35.05,251.23,55.06,659.53,Rice
Chilli,Clayey,31.91,395.15,71.84,471.57,Potato
Tomato,Clayey,37.32,373.86,67.59,402.47,Potato
Corn,Sandy,30.68,273.2,76.49,455.62,Maize
Tomato,Clayey,20.18,366.29,114.66,312.05,Soybean
Bell Pepper,Saline,37.09,209.8,79.57,407.62,Chilli
Chilli,Saline,38.38,281.76,67.73,558.72,Rice
Chilli,Sandy,37.47,345.67,55.87,637.13,Maize
Potato,Clayey,23.8,191.99,85.46,639.28,Tomato
Maize,Sandy,39.81,280.1,112.25,393.6,Soybean
Soybean,Clayey,39.23,237.45,101.73,536.39,Potato
Maize,Sandy,37.13,344.01,87.88,385.69,Soybean
Soybean,Saline,31.63,364.96,91.54,680.37,Rice
Tomato,Loamy,23.96,183.63,89.35,360.35,Tomato
Bell Pepper,Clayey,23.87,349.86,82.51,368.52,Chilli
Bell Pepper,Sandy,30.38,311.86,111.32,552.55,Soybean
Peach,Saline,37.85,399.66,82.26,556.52,Rice
Maize,Saline,27.66,240.65,118.78,324.09,Chilli
Tomato,Saline,29.88,259.13,78.55,637.93,Rice
Potato,Loamy,28.38,285.79,57.8,471.61,Chilli
Potato,Sandy,34.77,348.7,64.24,394.45,Maize
Rice,Loamy,21.98,269.48,95.14,495.17,Potato
Peach,Sandy,34.4,197.13,50.89,372.3,Maize
Bell Pepper,Saline,35.71,357.79,112.41,503.34,Rice
Bell Pepper,Sandy,34.3,204.37,53.54,498.5,Maize
Maize,Saline,33.54,183.94,85.63,695.92,Chilli
Bell Pepper,Sandy,27.81,251.85,61.86,503.79,Maize
Bell Pepper,Clayey,29.67,293.58,95.25,475.11,Potato
Rice,Loamy,24.24,357.41,62.73,661.76,Chilli
Bell Pepper,Loamy,33.84,191.25,116.59,523.42,Bell Pepper
Maize,Loamy,24.18,179.23,73.99,377.4,Soybean
Maize,Clayey,31.16,390.43,84.46,549.52,Potato
